Kode Produk,Barcode,Nama Produk,Kategori,Vendor,PIC,Satuan,UOM DC,UOM Store,Konversi Store
LB1068,8995227500247,LARUTAN CAP KAKI TIGA JAMBU,Minuman,CV MITRA SEJATI DISTRIBUSI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1020,8995227500278,LARUTAN CAP KAKI TIGA LECI,Minuman,CV MITRA SEJATI DISTRIBUSI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1135,8995227500292,LARUTAN CAP KAKI TIGA MELON,Minuman,CV MITRA SEJATI DISTRIBUSI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0072,,LARUTAN PENYEGAR CAP BADAK RASA JAMBU 320ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0226,,LARUTAN PENYEGAR CAP BADAK RASA JERUK 320ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0167,,LARUTAN PENYEGAR CAP BADAK RASA LECI 320ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0109,,LARUTAN PENYEGAR CAP BADAK RASA STRAWBERRY 320ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0305,,LASEGAR ANGGUR,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0306,8999988778846,LASEGAR JAMBU,Minuman,PT TUJUH BERLIAN SAKTI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0307,8999988778815,LASEGAR JERUK,Minuman,PT TUJUH BERLIAN SAKTI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0308,8999988778877,LASEGAR JERUK NIPIS,Minuman,PT TUJUH BERLIAN SAKTI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0309,8999988778365,LASEGAR LECI,Minuman,PT TUJUH BERLIAN SAKTI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0310,8999988778839,LASEGAR MELON,Minuman,PT TUJUH BERLIAN SAKTI,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0311,,LASEGAR STRAWBERRY,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2108,,LASEGAR TWIST JERUK LEMON 320ML,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0733,,LASEGAR TWIST LEMON 320ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB7697,18994462790021,LAYS RUMPUT LAUT 64gr,Snack,PT. MENSA BINASUKSES,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 22.00 PCS,22
LB7707,18994462790069,LAYS WAVY DAGING SAPI BAKAR 64gr,Snack,PT. MENSA BINASUKSES,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 22.00 PCS,22
LB6186,762497886429,LCM DURIAN 32g,Snack,PT. ABADI DUTA LESTARI,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 8.00 PCS,8
LB6188,762497886306,LCM JAMUR 48g,Snack,PT. ABADI DUTA LESTARI,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6190,762497886436,LCM LABU 72g,Snack,PT. ABADI DUTA LESTARI,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6189,762497886382,LCM OKRA 43g,Snack,PT. ABADI DUTA LESTARI,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6187,762497886368,LCM STRAWBERRY 36g,Snack,PT. ABADI DUTA LESTARI,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 8.00 PCS,8
LB0312,8996001600399,LE MINERAL 1500,Minuman,BI PT. CIPTA NIAGA SEMESTA BJN,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0313,8996001600269,LE MINERAL 600,Minuman,BI PT. CIPTA NIAGA SEMESTA BJN,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0166,8996001600726,LE MINERALE GALON 15L,Minuman,BI PT. CIPTA NIAGA SEMESTA BJN,EKO SUYANTO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4980,8996001600764,LE MINERALE GALON 5L,Minuman,BI PT. CIPTA NIAGA SEMESTA BJN,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 4.00 PCS,4
LB3047,,LE PATTA BAKERY RASA MILKY CREAM 1KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3043,,LE PATTA BAKERY RASA RASAKAYA 1KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3044,,LE PATTA BAKERY RASA TARO 1KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3048,,LE PATTA BAKERY RASA VANILLA CREAM 1 KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3068,,LE PATTA TROPICANA BLUEBERRY 5KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 2.00 PCS,2
LB3069,,LE PATTA TROPICANA PINNEAPLE 5KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 2.00 PCS,2
LB3070,,LE PATTA TROPICANA STRAWBERRY 5KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 2.00 PCS,2
LB0315,5800315,LEDRE ASLI PISANG RAJA,Snack,LEDRE KHUSNUL,DANANG IMAM SANTOSO,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0316,,LEDRE SARI RASA HIJAU,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0317,,LEDRE SARI RASA MERAH,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB4620,,LEM SUPER GADJAH MADA,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 50.00 PCS,50
LB5560,18997232971330,LEMONILO CHIMI KERIPIK UBI RASA JAGUNG BAKAR 85gr,Snack,PT. RAMASURYA PERKASA DISTRINDO,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB6061,,LERVIA HONEY 90GR,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB6062,,LERVIA MILK 90GR,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5113,,LIBRA COTTON BUDS,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4537,,LID MIKA BOX SQUARE PET 16OZ,Oprasional,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 1.00 DUS,1
LB2197,,LIFEBUOY CAIR 2IN1 ANTIBACTERIAL HAND & BODY WASH,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1339,,LIFEBUOY COOL FRESH 75GR,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1158,8999999059316,LIFEBUOY MILD CARE 60GR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7599,,LIFEBUOY PAKED 10GR,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1150,8999999027056,LIFEBUOY SHAMPOO BIRU 10ML,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 1.00 RENTENG,1
LB1149,8999999027032,LIFEBUOY SHAMPOO HIJAU 10ML,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 1.00 RENTENG,1
LB7904,8999999001193,LIFEBUOY TOTAL 380g,Kebutuhan,UD. SANUR BOJONEGORO,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1159,8999999059309,LIFEBUOY TOTAL10 60GR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0320,5800320,LIFFIA BAKPIA FF,Snack,LIFFIA MAGETAN,PRASETYO PAMBUDI,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0321,5800321,LIFFIA BOLU KERING,Snack,LIFFIA MAGETAN,PRASETYO PAMBUDI,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0325,,LIFFIA GULA KACANG,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0328,5800328,LIFFIA KUE KACANG,Snack,LIFFIA MAGETAN,PRASETYO PAMBUDI,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0329,5800329,LIFFIA PIA KACANG MK,Snack,LIFFIA MAGETAN,PRASETYO PAMBUDI,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB0903,5800903,LIFFIA PIA KARDUS,Snack,LIFFIA MAGETAN,PRASETYO PAMBUDI,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 10.00 PCS,10
LB4605,,LILIN PUTIH CAP BINTANG,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 24.00 PCS,24
LB0333,5800333,LOLYPOP ARIES,Snack,SALES LOLYPOP ARIES,M KHOIRUL UMAM,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB1694,,LOMBOK TEPUNG BERAS,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB1696,,LOMBOK TEPUNG REMPEYEK,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 40.00 PCS,40
LB1697,,LOMBOK TEPUNG SERBAGUNA,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 40.00 PCS,40
LB3812,,LPG 3KG,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3589,8994504121311,LUCKY STICK COKELAT,Snack,PT SUKANDA DJAYA,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 10.00 PCS,10
LB7943,8994171102040,LUWAK KOPI GULA 115GR,Sembako,SAKTI SETIA SENTOSA,PRASETYO PAMBUDI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 20.00 PCS,20
LB7945,8994171101715,LUWAK KOPI MURNI 100GR,Sembako,SAKTI SETIA SENTOSA,PRASETYO PAMBUDI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB1233,8994171102859,LUWAK WHITE COFEE RENTENG,Sembako,SAKTI SETIA SENTOSA,PRASETYO PAMBUDI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 120.00 PCS,120
LB0735,,LUWAK WHITE COFFIE BOTOL,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB7940,8994171102118,LUWAK WHITE LESS SUGAR 171GR,Sembako,SAKTI SETIA SENTOSA,PRASETYO PAMBUDI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 20.00 PCS,20
LB7942,8994171101371,LUWAK WHITE ORIGINAL 180GR,Sembako,SAKTI SETIA SENTOSA,PRASETYO PAMBUDI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 20.00 PCS,20
LB1161,8999999500399,LUX CAMELLIA BRIGHT 75GR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1227,8999999031107,LUX LILY FRESH 75GR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1210,8999999036690,LUX MAGICAL ORCHID 70FR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7905,8999999036829,LUX SOFT ROSE 380g,Kebutuhan,UD. SANUR BOJONEGORO,ADITYA,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1160,8999999036607,LUX SOFT ROSE 70GR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1162,8999999036638,LUX VELVET JASMINE 70GR,Kebutuhan,UD. SANUR BOJONEGORO,M MUJAHIDIN,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0440,,MADU HUTAN SIALANG 1000gr,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 5.00 PCS,5
LB0438,,MADU HUTAN SIALANG 500gr,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 5.00 PCS,5
LB0788,5800788,MADU SARANG,Snack,MADU SARANG KOESLAN,PRASETYO PAMBUDI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0439,,MADU SUPER KALIANDRA 1000gr,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 5.00 PCS,5
LB0436,,MADU SUPER KALIANDRA 500gr,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 5.00 PCS,5
LB1977,,MAGGI MAGIC LEZAT SERBAGUNA 7GR,Sembako,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB7976,,MAGIC STICK AYAM BAWANG 365GR,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 5.00 PCS,5
LB7977,,MAGIC STICK RUMPUT LAUT 365GR,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 5.00 PCS,5
LB3230,,MAHKOTA BIRU MARGARIN KRIM RASA TUTTY FRUITTY 10 KG,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 1.00 DUS,1
LB1369,,MAKARONI ASIN 2.25kg,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.25 KG,2.25
LB0650,,MAKARONI PEDAS TIGA PUTRA 2.5 KG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 2.50 KG,2.5
LB0742,,MAKARONI SEPAT SUKA 5kg,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB0350,8996001302323,MALKIST ABON 126gr,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB0351,8996001302637,MALKIST COKLAT 90gr,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB0352,8996001302026,MALKIST CRACKERS 105gr,Snack,BI PT. CIPTA NIAGA SEMESTA BJN,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB4369,661706049290,MAMA KOKO SANTAN 65ML,Sembako,CHARIEND JAYA SEMBAKO/ INDOMARCO,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 32.00 PCS,32
LB1185,8998866183208,MAMA LIME 107G,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB8043,,MAMA LIME 610G,Kebutuhan,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB3194,,MAMA SUKA MAYONAIS 1KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 8.00 PCS,8
LB0568,7622210708434,MAMASUKA BUMBU KUAH BAKSO 8GR,Sembako,GROSIR,M MUJAHIDIN,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB3152,,MAMASUKA MAYONAISE SALAD DRESSING 1KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 8.00 PCS,8
LB2174,,MAMASUKA TERASI UDANG 80GR,Sembako,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 20.00 PCS,20
LB1680,,MAMASUKA TERASI UDANG JUANA,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0125,,MAMY POKO PANTS L,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0124,,MAMY POKO PANTS S,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0123,,MAMY POKO PANTS XL,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4392,8997015910108,MANILA TEPUNG MAIZENA 250GR,Sembako,SAKTI SETIA SENTOSA,DANANG IMAM SANTOSO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 40.00 PCS,40
LB3027,,MARGARIN BLUE BAND CAKE 1X15KG,MATERIAL PRODUKSI,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 15.00 KG,15
LB3172,,MARGARIN GOLD BULLION BOS 1X15KG,MATERIAL PRODUKSI,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 15.00 KG,15
LB3038,,MARGARIN GOLD BULLION FLAKE PASTRI 1X15KG,MATERIAL PRODUKSI,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB3026,,MARGARIN MOTHERS CHOISE BAKERY 1X15KG,MATERIAL PRODUKSI,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 15.00 KG,15
LB4195,,MARINDO ASSORTED BISCUITS & WAFER 600G,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB4193,,MARINDO BLACK COOKIES KRIM COKELAT 350G,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB4194,,MARINDO BLACK COOKIES KRIM VANILA 350G,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB6698,,MARINDO CHOCO CRISP 270G,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB0736,,MARJAN BOUDOIN COCO PANDAN,Seasonal,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB3294,,MARJAN BOUDOIN LECI,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0738,,MARJAN BOUDOIN MELON,Seasonal,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB4377,,MARJAN SQUASH COCOPANDAN 425ML,Minuman,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB4378,,MARJAN SQUASH LYCHEE 425ML,Minuman,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB4379,,MARJAN SQUASH ORANGE 425ML,Minuman,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB2107,,MARNING JAGUNG MEKAR 5KG,Grosir,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 KG,5
LB1910,8992770034175,MASAKO AYAM 100GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1624,8992770033130,MASAKO AYAM 8.5GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB1749,8992770034212,MASAKO KALDU SPESIAL AYAM 123GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1750,8992770034229,MASAKO KALDU SPESIAL SAPI 123GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1625,8992770034182,MASAKO SAPI 100GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1623,8992770033147,MASAKO SAPI 8.5GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB0715,,MASKER 3 PLY,Kebutuhan,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB0716,5800716,MASKER DUCKBILL,Kebutuhan,GROSIR,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB6239,8997221810254,MATGIM NORI OR5,Snack,PT OPTIMUS PERKASA INDONESIA,ADITYA,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 80.00 PCS,80
LB2003,10089686729037,MAXICORN BARBECUE FLAVOUR 150GR,Snack,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB4960,89686729047,MAXICORN NACHO CHEESE FLAVOUR 140GR,Snack,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 20.00 PCS,20
LB2002,89686729023,MAXICORN ROASTED CORN FLAVOUR 160GR,Snack,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB1605,,MAYA SARDEN CHILI 155GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1604,,MAYA SARDEN TOMAT 155GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB2346,,MAYONAISE MC LEWIS 1KG MANIS,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB6334,,MAYONAISE MC LEWIS ORIGINAL 500GR,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1747,8992770111005,MAYUMI SAUS CREAMY SERBAGUNA 100GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1746,8992770111012,MAYUMI SAUS CREAMY SERBAGUNA PEDAS 100GR,Sembako,PT. AJINOMOTO SALES INDONESIA,AGUS PURNOMO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB8152,,MEC RONI BALADO 350g,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB8155,,MEC RONI ORIGINAL 350g,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB4246,,MEISES DORE 12.5GR,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 1.00 DUS,1
LB3225,,MEISES DORE COKELAT 12.5 KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB3046,,MENTARI DONUT DUSTING 200 GR,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB1009,8990800022567,MENTOS ANGGUR,Snack,CV MITRA SEJATI DISTRIBUSI,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB1010,8990800022550,MENTOS FRUIT,Snack,CV MITRA SEJATI DISTRIBUSI,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB1116,8990800022543,MENTOS MINT,Snack,CV MITRA SEJATI DISTRIBUSI,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB1139,8990800022574,MENTOS RAINBOW,Snack,CV MITRA SEJATI DISTRIBUSI,EKO SUYANTO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 14.00 PCS,14
LB3042,,MERCOLADE CHOCOLATE FILLING PASTA 5KG,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 4.00 PCS,4
LB2166,745760402427,MERICA BUBUK BUMBUKU 1.8GR,Sembako,CV LANDAHUR,M KHOIRUL UMAM,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB5287,,MESES COKLAT 270gr,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB3128,,MESES GOGO/DORE COKLAT 12.5KG,Roti,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 KG,12
LB5286,,MESES WARNA WARNI 270gr,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB4476,,MI LIDI SPESIAL AAN JAYA,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 5.00 PCS,5
LB1711,8991688890101,MIE BURUNG DARA 131GR,Sembako,PT SUPRAMA,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 36.00 PCS,36
LB1618,8991688890484,MIE BURUNG DARA PIPIH 140GR,Sembako,PT SUPRAMA,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1621,8991688890682,MIE BURUNG DARA URAI ORIGINAL 140GR,Sembako,PT SUPRAMA,AGUS PURNOMO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1781,8991688890774,MIE DOROKU 630GR,Sembako,PT SUPRAMA,AGUS PURNOMO,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 9.00 PCS,9
LB5562,18992388145758,MIE GURIMI KUAH RASA AYAM KECAP PEDAS 60gr,Sembako,PT UNIRAMA DUTA NIAGA,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 40.00 PCS,40
LB5561,18992388145765,MIE GURIMI KUAH RASA KALDU AYAM 60gr,Sembako,PT UNIRAMA DUTA NIAGA,EKO SUYANTO,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 40.00 PCS,40
